fix_time_utc,fix_ret_1s_bp,realized_volatility_5s_bp,realized_volatility_10s_bp,realized_volatility_20s_bp,realized_volatility_5s_pct,realized_volatility_10s_pct,realized_volatility_20s_pct,realized_volatility_5s_ann_pct,realized_volatility_10s_ann_pct,realized_volatility_20s_ann_pct,z5,z10,z20,zmax,spike_flag,reversal_2s,suspicious_flag,hour_utc,dow,is_weekend
2026-04-07 22:00:00+00:00,16.202200793238944,0.0014300495879954137,0.0010551832350983983,0.3482265614176505,1.4300495879954137e-05,1.0551832350983984e-05,0.0034822656141765052,0.08030718458869847,0.0592558436765333,19.555332193518797,1620.2200793239479,1620.2343798198094,46.50434871374339,1620.2343798198094,True,True,True,22,Tuesday,False
2026-04-07 13:30:00+00:00,5.897627864802695,0.03936439323523915,0.02777838135882798,0.019634027197997152,0.0003936439323523915,0.0002777838135882798,0.0001963402719799715,2.2105831995628686,1.559948422827568,1.1025865533930983,149.38365568426627,211.99984041425571,300.15849934859324,300.15849934859324,True,False,False,13,Tuesday,False
2026-04-10 16:15:00+00:00,-2.959375880836644,2.957300718500272e-09,0.0006484690844253229,0.22414316139926688,2.957300718500272e-11,6.484690844253229e-06,0.0022414316139926687,1.660729087148645e-07,0.03641602843717313,12.587190254022918,295.9375880836644,295.9375880836594,12.877506744601625,295.9375880836594,True,True,True,16,Friday,False
2026-04-09 07:00:00+00:00,2.5562732153368386,0.0009954786899332077,0.0009385463900441957,0.07459806420584472,9.954786899332077e-06,9.385463900441956e-06,0.0007459806420584471,0.05590302013138179,0.05270587735072131,4.189197747006773,255.62732153369532,255.62732153369538,34.04270487764374,255.62732153369538,True,False,False,7,Thursday,False
2026-04-08 09:45:00+00:00,2.5501931497529338,0.0013967788481469737,0.001316895771258384,0.3770111436766814,1.3967788481469737e-05,1.316895771258384e-05,0.0037701114367668146,0.07843880221312186,0.07395281441587509,21.171785762814174,255.01931497528142,255.01931497528133,7.212822539138319,255.01931497528133,True,False,False,9,Wednesday,False
2026-04-12 00:40:00+00:00,-2.5309049928198606,1.1718995094643548e-08,4.2510855499035497e-07,0.4544763155169482,1.1718995094643547e-10,4.251085549903549e-09,0.004544763155169483,6.581027050808881e-07,2.3872788386100918e-05,25.521991452458764,253.09049928198607,253.09049928198607,5.140916212084485,253.09049928198607,True,False,False,0,Sunday,True
2026-04-11 21:40:00+00:00,2.297420342082906,0.0013619941380464719,0.0011120636414207357,0.001033964226519001,1.3619941380464718e-05,1.1120636414207356e-05,1.0339642265190012e-05,0.07648539992668706,0.06245007227416621,0.05806424944576018,229.7420342082941,229.74203420829355,229.74884417898326,229.74884417898326,True,True,True,21,Saturday,True
2026-04-07 19:00:00+00:00,-2.2970812994527567,0.0012224271770160694,0.001078079434894391,0.20961079780726888,1.2224271770160694e-05,1.078079434894391e-05,0.0020961079780726886,0.06864774884378758,0.0605416238053007,11.771097430886208,229.7373515439626,229.72274074461606,10.944154906257552,229.72274074461606,True,False,False,19,Tuesday,False
2026-04-10 16:50:00+00:00,2.212079032176951,0.0009716453367889063,0.0009160761174870422,0.18199987936591927,9.716453367889063e-06,9.160761174870422e-06,0.0018199987936591926,0.054564612354201125,0.05144401598510586,10.220553210219592,221.20790321771875,221.207903217719,12.40758204438859,221.207903217719,True,False,False,16,Friday,False
2026-04-08 06:30:00+00:00,-2.2102277403975616,0.0006223769517227849,0.0006560429998431244,0.0010096287551392721,6.223769517227849e-06,6.5604299984312445e-06,1.0096287551392722e-05,0.03495077455028326,0.036841356222043285,0.05669764425349942,220.99494049632557,221.02277403976245,221.02277403977146,221.02277403977146,True,False,False,6,Wednesday,False
